id,title,addr,addr_area,addr_sigun,cat_large,cat_middle,cat_sub,cat1,cat2,grade,review_num,ratings
127480,가거도(소흑산도),전라남도 신안군 흑산면 가거도길 38-2,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,0,0.0
2660376,기점·소악도,전라남도 신안군 증도면,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
128703,깃대봉,전라남도 신안군 흑산면,전라남도,신안군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,3,0,0.0
1560396,대둔도,전라남도 신안군 흑산면 김이수길 57,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,2,0,5.0
127766,도초 시목해수욕장,전라남도 신안군 도초면 시목길 219-30,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,1,4.0
126969,도초도,전라남도 신안군 도초면 수항리,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,35,5.0
2750718,두리선착장,전라남도 신안군 안좌면 소곡두리길 311,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,11,0.0
2742112,둔장해변,전라남도 신안군 자은면 둔장길 47-45,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,4,5.0
129205,띠밭넘어해변,전라남도 신안군 도초면 우이도리,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,3.0
578216,만재도,전라남도 신안군 흑산면 만재도길 36-8,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,10,4.6
578024,반월도·박지도,전라남도 신안군 안좌면,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
2723809,배낭기미해수욕장,전라남도 신안군 흑산면 진리 586-18,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,5.0
2750722,복호선착장,전라남도 신안군 안좌면 중부로 5-4,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
126821,비금도,전라남도 신안군 비금면 죽림리,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,9,3.8
2742128,서근등대,전라남도 신안군 팔금면 원산리 산237,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,5.0
2713525,선도,전라남도 신안군 지도읍 선도길 74-2,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,6,4.0
2723780,설레미해수욕장,전라남도 신안군 증도면 우전리 산37-6,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
2750723,송공리선착장,전라남도 신안군 압해읍 압해로 1852-13,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,13,3.7
2750942,송도항(송도선착장),전라남도 신안군 지도읍 송도2길 68,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
577932,신도,전라남도 신안군 하의면 신도길 34,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,53,4.1
126724,신도해변,전라남도 신안군 하의면 신도길 163,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,1,0.0
129139,신안 가거도 등대,전라남도 신안군 흑산면 대풍리길 2-21,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,3,4.5
619763,신안 비금도 대동염전,전라남도 신안군 비금면 서남문로 200,전라남도,신안군,자연,자연관광지,강계곡,자연관광지|강계곡,자연|자연관광지|강계곡,3,1,1.0
127765,신의도,전라남도 신안군 신의면 신의로 661,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,1,1.4
127762,안좌도,전라남도 신안군 안좌면 중부로 872,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,10,2.7
126723,암태 추포해수욕장,전라남도 신안군 암태면 추엽길 58-59,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,2,2.2
2750937,암태남강선착장,전라남도 신안군 암태면 중부로 1502-80,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,5,5.0
127758,암태도,전라남도 신안군 암태면 장단고길 7-63,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,3,3.5
127760,압해도,전라남도 신안군 압해읍 천사로 1004,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,10,3.8
2750939,압해도선착장,전라남도 신안군 압해읍 천사로 13,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,3.0
1560382,영산도,전라남도 신안군 흑산면 영산길 21,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,2,2,4.8
2750933,오도선착장,전라남도 신안군 암태면 박달로 7,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,4,3.4
126640,우이도,전라남도 신안군 도초면 우이진리길 47-9,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,5,4.9
127764,우이도 돈목해수욕장,전라남도 신안군 도초면 돈목길 33-1,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
2723745,원평해수욕장,전라남도 신안군 비금면 원평해수욕장길 64,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,1,4.3
127728,원평해수욕장,강원도 삼척시 근덕면 궁촌길 628-22,강원도,삼척시,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,1,4.3
577894,율도,전라남도 신안군 장산면 율도길 17-3,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
126271,임자 대광해수욕장,전라남도 신안군 임자면 광산리,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,9,4.5
575658,임자도,전라남도 신안군 임자면 대광해수욕장길 179,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,10,3.3
2750934,자라도선착장,전라남도 신안군 안좌면 자라도길 1,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
2737315,자은 고교선착장,전라남도 신안군 자은면 한운리 1-6,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
126696,자은 백길해수욕장,전라남도 신안군 자은면 유각리,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,12,4.1
127757,자은 분계해수욕장,전라남도 신안군 자은면 자은서부2길 669,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,17,4.2
577866,자은도,전라남도 신안군 자은면 구영1길 8,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,8,4.1
127763,장산도,전라남도 신안군 장산면 장산중앙길 2,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,6,3.0
2751327,증도 왕바위선착장 / 증도 왕바위여객선터미널,전라남도 신안군 증도면 지도증도로 1997,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,0.0
126276,증도 우전해수욕장,전라남도 신안군 증도면 지도증도로 1684,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,6,3.1
575607,증도(신안),전라남도 신안군 증도면 문준경길 188,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,11,3.1
127755,지도,전라남도 신안군 지도읍 읍내길 67-5,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,1,5.0
2723802,짱뚱어해수욕장,전라남도 신안군 증도면 대초리 1609-4,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,8,4.0
127754,태도,전라남도 신안군 흑산면 상태도길 25,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,0,0.0
778219,태평염생식물원,전남 신안군 증도면 증동리,전라남도,신안군,자연,자연관광지,사진맛집,자연관광지|사진맛집,자연|자연관광지|사진맛집,5,12,5.0
228896,태평염전,전라남도 신안군 증도면 지도증도로 1053-11,전라남도,신안군,자연,자연관광지,강계곡,자연관광지|강계곡,자연|자연관광지|강계곡,5,24,2.1
127761,팔금도,전라남도 신안군 팔금면 삼층석탑길 161,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,1,2.0
577831,하의도,전라남도 신안군 하의면 곰실길 20,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,7,3.3
577805,하태도,전라남도 신안군 흑산면 장굴길 49-1,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,1,4.3
2723767,하트해변(하누넘해수욕장),전라남도 신안군 비금면 하누넘해수욕장길 247,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,3,5.0
126300,홍도,전라남도 신안군 흑산면 홍도1길 9-8,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,47,4.3
129138,홍도 등대,전라남도 신안군 흑산면 홍도2길 5,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,4,5.0
2723774,황성금리해수욕장,전라남도 신안군 신의면 하태서리 산151-1,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,0,5.0
126301,흑산도,전라남도 신안군 흑산면 진마을길 11,전라남도,신안군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,18,1.9
2784680,기동 삼거리 벽화,전라남도 신안군 암태면 기동리 677-1,전라남도,신안군,인문,체험관광지,이색,체험관광지|이색,인문|체험관광지|이색,1,12,4.2
126750,김대중 대통령 생가,전라남도 신안군 하의면 후광길 255,전라남도,신안군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,4,3,3.0
2703754,김대중대교,전라남도 신안군 압해읍,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,1,0,2.1
2738663,김환기고택,전라남도 신안군 안좌면 김환기길 38-1,전라남도,신안군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,1,9,1.0
2657714,무한의다리,전라남도 신안군 자은면,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,1,68,4.5
2737294,문준경전도사 순교기념관,전라남도 신안군 증도면 문준경길 234,전라남도,신안군,인문,역사관광지,종교,역사관광지|종교,인문|역사관광지|종교,1,4,4.8
619823,비금도 내촌마을 옛 담장,전라남도 신안군 비금면 효자촌길 16,전라남도,신안군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,3,0,0.0
619994,서남문대교,전라남도 신안군 비금면,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,3,0,3.0
318179,서산사(신안),전라남도 신안군 비금면 서산길 260,전라남도,신안군,인문,역사관광지,종교,역사관광지|종교,인문|역사관광지|종교,3,0,0.0
2750733,송공여객선터미널,전라남도 신안군 압해읍 압해로 1844,전라남도,신안군,인문,휴양관광지,물놀이,휴양관광지|물놀이,인문|휴양관광지|물놀이,1,25,5.0
2663324,신안튤립공원,전라남도 신안군 대광해수욕장길 172-7,전라남도,신안군,인문,휴양관광지,공원,휴양관광지|공원,인문|휴양관광지|공원,1,29,4.8
1279451,신안해저유물 발굴 기념비,전라남도 신안군 증도면 방축리 산318-1,전라남도,신안군,인문,건축/조형물,기념,건축/조형물|기념,인문|건축/조형물|기념,5,6,0.0
2703764,압해대교,전라남도 신안군 압해읍,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,1,0,2.0
348808,일심사(신안),전라남도 신안군 지도읍 읍내길 67-13,전라남도,신안군,인문,역사관광지,종교,역사관광지|종교,인문|역사관광지|종교,3,0,0.0
1954967,지도향교,전라남도 신안군 지도읍 서촌길 54-11,전라남도,신안군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,2,2,0.0
1279369,짱뚱어다리,전라남도 신안군 증도면 대초리,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,5,14,3.6
2742145,채일봉 전망대,전라남도 신안군 팔금면 원산리 327,전라남도,신안군,인문,건축/조형물,예술,건축/조형물|예술,인문|건축/조형물|예술,1,0,4.5
2650824,천사대교,전라남도 신안군 암태면 신석리,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,1,41,3.0
1017563,천사섬 분재공원,전라남도 신안군 압해읍 수락길 330,전라남도,신안군,인문,휴양관광지,공원,휴양관광지|공원,인문|휴양관광지|공원,4,74,3.9
2660744,태평염전 해양힐링스파,전라남도 신안군 증도면 지도증도로 1083-4,전라남도,신안군,인문,휴양관광지,물놀이,휴양관광지|물놀이,인문|휴양관광지|물놀이,1,0,5.0
2662745,퍼플교,전라남도 신안군 안좌면 소곡두리길 257-35,전라남도,신안군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,1,88,2.6
127756,하의도 토지항쟁비와 덕봉강당,전라남도 신안군 하의면 웅곡리,전라남도,신안군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,3,0,0.0
128940,흑산도 해상관광유람선,전라남도 신안군 흑산면 예리2길 4,전라남도,신안군,인문,휴양관광지,물놀이,휴양관광지|물놀이,인문|휴양관광지|물놀이,4,0,1.0
2742133,세계화석광물박물관,전라남도 신안군 안좌면 대리길 18-20,전라남도,신안군,인문,문화시설,전통,문화시설|전통,인문|문화시설|전통,1,11,4.0
593319,소금박물관,전라남도 신안군 증도면 지도증도로 1058,전라남도,신안군,인문,문화시설,전통,문화시설|전통,인문|문화시설|전통,5,34,2.2
619141,신안 갯벌센터,전라남도 신안군 증도면 지도증도로 1766-15,전라남도,신안군,인문,문화시설,예술,문화시설|예술,인문|문화시설|예술,4,3,2.0
2705310,저녁노을미술관,전라남도 신안군 압해읍 무지개길 350,전라남도,신안군,인문,문화시설,예술,문화시설|예술,인문|문화시설|예술,1,15,0.0
2705312,천사상미술관,전라남도 신안군 하의면 웅곡리,전라남도,신안군,인문,문화시설,예술,문화시설|예술,인문|문화시설|예술,1,5,0.0
2728208,몽돌바다캠핑장,전라남도 신안군 암태면 진작지길 139-63,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,5,3.0
131105,병풍도,전라남도 신안군 증도면 병풍리,전라남도,신안군,레포츠,수상레포츠,물놀이,수상레포츠|물놀이,레포츠|수상레포츠|물놀이,4,0,5.0
2728211,설레미캠핑장,전라남도 신안군 증도면 지도증도로 1797-1,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,8,1.9
2500717,신안 1004요트,전라남도 신안군 암태면 박달로 15,전라남도,신안군,레포츠,수상레포츠,물놀이,수상레포츠|물놀이,레포츠|수상레포츠|물놀이,2,0,0.0
2743243,아름다운글램핑장,전라남도 신안군 압해읍 복룡로 669-12,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,2,5.0
1754856,임자해변승마공원,전라남도 신안군 임자면 한틀길 194-46,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,2,2,5.0
2734120,천사섬캠핑&글램핑,전라남도 신안군 자은면 한운길 159,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,15,3.6
2730063,하늘바다캠핑장,전라남도 신안군 안좌면 존포길 234-63,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,3,4.0
2749578,(주)태평소금 천일염 힐링캠프,전라남도 신안군 증도면 지도증도로 1053-11,전라남도,신안군,레포츠,육상레포츠,놀거리,육상레포츠|놀거리,레포츠|육상레포츠|놀거리,1,0,0.0
1194419,[증도 모실길 1코스] 노을이 아름다운 사색의 길,전라남도 신안군 증도면,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,4,0,5.0
1194470,[증도 모실길 2코스] 보물선 순교자 발자취 길,전라남도 신안군 증도면,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,4,0,0.0
1194474,[증도 모실길 3코스] 천년의 숲길,전라남도 신안군 증도면,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,4,1,0.0
1194477,[증도 모실길 4코스] 갯벌공원길,전라남도 신안군 증도면,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,4,0,0.0
1194483,[증도 모실길 5코스] 천일염길,전라남도 신안군 증도면,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,4,0,0.0
1827496,[해안누리길] 해넘이길,전라남도 신안군 자은면 둔장길 2,전라남도,신안군,레포츠,육상레포츠,건강,육상레포츠|건강,레포츠|육상레포츠|건강,2,0,0.0
126273,가계해변,전라남도 진도군 고군면 신비의바닷길 47,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,24,3.8
578400,가사도,전라남도 진도군 조도면 가사도길 106,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,32,4.2
129141,가사도 등대,전라남도 진도군 조도면 가사도돌목길,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,5.0
580102,각흘도,전라남도 진도군 조도면 관매작흘도길 6,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,7,5.0
580288,갈목도,전라남도 진도군 조도면 진목도갈목길 10,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,23,0.0
580302,곽도,전라남도 진도군 조도면 맹골곽도길 23,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,3,5.0
127549,관매도,전라남도 진도군 조도면 관매도길 71,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,36,3.2
580311,관사도,전라남도 진도군 조도면 관사도길 20-10,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,12,5.0
129228,광대도,전라남도 진도군 조도면 가사도길 42-365,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,9,5.0
2754972,국립진도자연휴양림,전라남도 진도군 임회면 동령개길 1-92,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,1,13,5.0
126274,금갑해변,전라남도 진도군 의신면 금갑길 206-6,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,1,2.5
127249,금골산,전라남도 진도군 군내면 금골길,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,4,2,4.0
580022,금호도,전라남도 진도군 고군면 금호도길 16,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,0,0.0
580716,내병도,전라남도 진도군 조도면 내병도길 14-2,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,10,5.0
580719,눌옥도,전라남도 진도군 조도면 눌옥도길 2-1,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,4,5.0
580729,대마도,전라남도 진도군 조도면,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,1,5.0
580733,독거도,전라남도 진도군 조도면 독거도길 26-4,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,4,3.0
580035,맹골도,전라남도 진도군 조도면 맹골도길 14-4,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,6,5.0
580069,모도,전라남도 진도군 의신면 모도길 12-3,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,17,4.3
575857,상조도,전라남도 진도군 조도면 조도대로 1298,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,3,5.0
580758,서거차도,전라남도 진도군 조도면 서거차도1길,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,1,5.0
2784692,서망항,전남 진도군 임회면 남동리,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,7,3.0
580768,성남도,전라남도 진도군 조도면 성남도길,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,5.0
128224,세방낙조 전망대,전라남도 진도군 지산면 가학리 산27-3,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,82,4.4
129230,송도,전라남도 진도군 조도면 가사도리,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,2,3.3
2795125,쉬미항,전라남도 진도군 진도읍 서부해안로 411,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,27,5.0
129225,신전해변,전라남도 진도군 조도면 조도대로 115-19,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,4.5
129227,양덕도(발가락섬),전라남도 진도군 조도면 가사도길 42-204,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
578515,여귀산,전라남도 진도군 임회면 상만리,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,3,0,0.0
2712642,운림산림욕장,전라남도 진도군 의신면 사천리,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,1,1,5.0
578501,장도,전라남도 진도군 지산면 가학장도길 1,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,1,4.5
2496312,장도,전라남도 보성군 벌교읍 장도리,전라남도,보성군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,2,1,4.5
580086,접도,전라남도 진도군 의신면 황모길 81,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
553447,조도(조도6군도),전라남도 진도군 조도면,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
129226,주지도(손가락섬),전라남도 진도군 조도면 가사주지도길,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
126307,진도,전라남도 진도군 진도읍,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,6,4.7
127250,진도 고니류 도래지,전라남도 진도군 진도읍,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,4,1,0.0
126433,진도 신비의 바닷길,전라남도 진도군 고군면 신비의바닷길 148,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,24,3.8
2795148,진도항,전라남도 진도군 임회면 진도항길 101,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,1,80,4.5
127252,첨찰산,전라남도 진도군 의신면 사천리,전라남도,진도군,자연,자연관광지,산,자연관광지|산,자연|자연관광지|산,4,9,4.3
126822,하조도,전라남도 진도군 조도면 창리길 47,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,5,4,5.0
129424,하조도 등대,전라남도 진도군 조도면 조도등대길 429,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,3,5,3.5
129229,혈도(활목섬),전라남도 진도군 조도면 가사도길 42-359,전라남도,진도군,자연,자연관광지,바다,자연관광지|바다,자연|자연관광지|바다,4,0,0.0
1624203,구암사(진도군),전라남도 진도군 임회면 상만길 58,전라남도,진도군,인문,역사관광지,종교,역사관광지|종교,인문|역사관광지|종교,3,1,4.0
2754979,급치산전망대,전라남도 진도군 지산면 지산로 160-60,전라남도,진도군,인문,건축/조형물,예술,건축/조형물|예술,인문|건축/조형물|예술,1,6,4.2
588738,도리산전망대,전라남도 진도군 조도면 여미리,전라남도,진도군,인문,건축/조형물,예술,건축/조형물|예술,인문|건축/조형물|예술,4,6,5.0
2433991,망금산 강강술래터,전라남도 진도군 군내면 명량대첩로 101,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,2,0,0.0
1624311,명량해협 울돌목,전라남도 진도군 군내면 녹진리,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,4,1,4.8
1624375,배중손 사당,전라남도 진도군 임회면 진도대로 4212,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,3,0,0.0
2795046,소앵무마을,전라남도 진도군 지산면 소앵무길 41-1,전라남도,진도군,인문,체험관광지,농어촌,체험관광지|농어촌,인문|체험관광지|농어촌,1,0,0.0
2752492,신비의 바닷길 체험관,전라남도 진도군 고군면 신비의바닷길 148,전라남도,진도군,인문,체험관광지,이색,체험관광지|이색,인문|체험관광지|이색,1,12,4.0
127251,쌍계사(진도),전라남도 진도군 의신면 운림산방로 299-30,전라남도,진도군,인문,역사관광지,종교,역사관광지|종교,인문|역사관광지|종교,5,1,3.0
127054,이충무공 벽파진 전첩비,전라남도 진도군 고군면 벽파길 90,전라남도,진도군,인문,건축/조형물,기념,건축/조형물|기념,인문|건축/조형물|기념,4,4,4.0
2407125,이충무공승전공원,전라남도 진도군 군내면 진도대로 8439-19,전라남도,진도군,인문,휴양관광지,사진맛집,휴양관광지|사진맛집,인문|휴양관광지|사진맛집,2,8,0.0
128566,죽림어촌체험마을,전라남도 진도군 헌복동길 16 죽림어촌마을특산품판매장,전라남도,진도군,인문,체험관광지,농어촌,체험관광지|농어촌,인문|체험관광지|농어촌,4,1,0.0
126420,진도 남도진성,전라남도 진도군 임회면 남동리,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,4,21,3.6
127253,진도 상만리 오층석탑과 비자나무,전라남도 진도군 임회면 상만길 58,전라남도,진도군,인문,건축/조형물,기념,건축/조형물|기념,인문|건축/조형물|기념,3,0,0.0
589151,진도 소포검정쌀마을,전라남도 진도군 지산면 소포길 119-4,전라남도,진도군,인문,체험관광지,농어촌,체험관광지|농어촌,인문|체험관광지|농어촌,4,0,0.0
126424,진도 용장성,전라남도 진도군 군내면 용장산성길 92,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,4,9,0.0
126375,진도 운림산방,전라남도 진도군 의신면 운림산방로 315,전라남도,진도군,인문,역사관광지,전통,역사관광지|전통,인문|역사관광지|전통,5,52,4.1
1996263,진도 의신사천마을 [농촌체험휴양마을],전라남도 진도군 의신면 의신사천길 26,전라남도,진도군,인문,체험관광지,농어촌,체험관광지|농어촌,인문|체험관광지|농어촌,2,0,0.0
2732638,진도개테마파크,전라남도 진도군 진도읍 성죽골길 30,전라남도,진도군,인문,휴양관광지,공원,휴양관광지|공원,인문|휴양관광지|공원,1,18,3.1
250092,진도대교,전라남도 진도군 진도대로 8479,전라남도,진도군,인문,건축/조형물,바다,건축/조형물|바다,인문|건축/조형물|바다,5,14,4.7
